wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug
13,4,0,2,16,78,1,2,13,2,72,0,0,0.886792453,0.538461538,0,0,4.538461538,1,0.9231,0
20,1,0,10,38,62,5,5,13,0.708133971,601,0.636363636,4,0,0.233082707,0,0,28.5,11,2.65,0
6,1,0,2,11,0,2,0,6,0.844444444,608,0,0,0,0.458333333,0,0,98.83333333,8,2.5,0
2,2,0,8,5,1,1,8,1,2,145,0,0,0.75,0.571428571,0,0,71.5,1,0.5,0
6,1,0,0,6,15,0,0,6,2,6,0,0,0,0.611111111,0,0,0,1,1,0
6,1,0,2,6,15,1,1,6,2,6,0,0,0,0.75,0,0,0,1,1,0
5,1,0,0,5,10,0,0,5,2,5,0,0,0,0.7,0,0,0,1,1,0
10,2,0,7,35,35,1,6,6,0.673611111,686,1,3,0.333333333,0.233333333,0,0,66,1,0.8,0
5,4,0,2,8,10,0,2,5,2,28,0,0,0.959183673,0.6,0,0,4.6,1,0.8,0
5,4,0,3,8,10,0,3,5,2,28,0,0,0.953488372,0.6,1,4,4.6,1,0.8,0
10,1,0,10,13,5,10,0,8,0.908496732,7825,0.176470588,0,0,0.25,0,0,779.8,9,4.7,0
7,4,0,3,10,21,0,3,7,2,39,0,0,0.931818182,0.571428571,1,4,4.571428571,1,0.8571,0
7,1,0,0,7,21,0,0,7,2,7,0,0,0,1,0,0,0,1,1,2
10,4,1,5,15,37,4,2,10,0.933333333,93,0.8,0,0.897727273,0.4,2,6,7.8,2,1.6,0
1,4,0,0,2,0,0,0,1,2,10,0,0,1,1,0,0,7,0,0,2
5,3,0,4,22,0,1,4,1,0.75,118,0.5,0,0.921568627,0.466666667,2,8,22.2,7,2,0
16,1,0,2,16,120,1,1,16,2,16,0,0,0,0.375,0,0,0,1,1,0
12,1,0,0,12,66,0,0,12,2,12,0,0,0,0.5,0,0,0,1,1,0
3,3,0,0,4,1,0,0,2,0.5,2145,0,0,0.974358974,1,0,0,713.6666667,1,0.3333,0
1,1,0,6,2,0,5,1,1,2,12,0,2,0,1,0,0,3,0,0,0
5,4,0,3,8,10,0,3,5,2,28,0,0,0.953488372,0.6,1,4,4.6,1,0.8,0
2,1,0,0,2,1,0,0,2,2,2,0,0,0,0.75,0,0,0,1,1,0
11,4,0,3,14,55,0,3,11,2,61,0,0,0.891304348,0.545454545,1,6,4.545454545,1,0.9091,0
4,1,0,0,4,6,0,0,4,2,4,0,0,0,1,0,0,0,1,1,1
66,1,0,27,209,1255,4,26,8,0.769230769,8696,0.962962963,9,0,0.154871795,0,0,130.3484848,25,1.697,4
11,1,0,0,11,55,0,0,11,2,11,0,0,0,0.348484848,0,0,0,1,1,0
23,1,0,0,23,253,0,0,23,2,23,0,0,0,0.347826087,0,0,0,1,1,0
6,2,0,5,14,0,2,3,1,0.2,154,1,2,0.615384615,0.416666667,1,2,24.33333333,1,0.8333,0
4,1,0,2,4,6,1,1,4,2,4,0,0,0,0.75,0,0,0,1,1,0
25,1,0,0,25,300,0,0,25,1.041666667,37,0,0,0,0.33,0,0,0,1,1,2
3,4,0,4,7,0,1,4,1,0.75,33,0.5,0,0.966101695,0.555555556,2,7,9.333333333,1,0.6667,0
9,4,0,2,12,36,0,2,9,2,50,0,0,0.921568627,0.555555556,0,0,4.555555556,1,0.8889,0
3,1,0,0,3,3,0,0,3,2,3,0,0,0,1,0,0,0,1,1,2
38,4,0,3,49,703,0,3,38,2,229,0,0,0.717557252,0.294736842,1,3,5.026315789,3,1.0789,0
25,4,0,3,32,300,0,3,25,2,142,0,0,0.773584906,0.312,1,7,4.68,1,0.96,0
5,4,0,3,8,10,0,3,5,2,28,0,0,0.953488372,0.6,1,4,4.6,1,0.8,0
22,4,0,5,39,231,0,5,22,0.952380952,179,1,1,0.817391304,0.25,1,1,7.090909091,3,1.2273,0
20,1,0,2,20,190,1,1,20,2,20,0,0,0,0.375,0,0,0,1,1,0
8,2,0,3,22,0,1,2,6,0.619047619,109,1,1,0.7,0.3,1,1,12.25,1,0.75,0
5,4,1,7,13,2,4,4,5,0.833333333,52,0.666666667,1,0.951807229,0.4,2,6,8.8,2,1.2,0
5,1,0,6,14,0,5,1,4,1.159090909,205,0.136363636,0,0,0.5,0,0,35.6,9,2.2,0
2,1,0,0,2,1,0,0,2,2,2,0,0,0,0.75,0,0,0,1,1,0
3,3,0,0,4,1,0,0,2,0.5,923,0,0,0.974358974,1,0,0,306.3333333,1,0.3333,0
2,1,0,2,2,1,1,1,2,2,2,0,0,0,0.75,0,0,0,1,1,0
5,4,0,2,8,10,0,2,5,2,28,0,0,0.959183673,0.6,0,0,4.6,1,0.8,0
19,4,0,3,24,171,0,3,19,2,107,0,0,0.82,0.394736842,1,6,4.631578947,1,0.9474,0
1,1,0,0,1,0,0,0,1,2,1,0,0,0,1,0,0,0,1,1,2
9,4,0,0,15,28,0,0,8,0.375,106,1,0,0.8,0.466666667,0,0,10.33333333,1,0.5556,0
7,4,0,3,10,21,0,3,7,2,39,0,0,0.931818182,0.571428571,1,6,4.571428571,1,0.8571,0
4,1,0,0,4,6,0,0,4,2,4,0,0,0,0.75,0,0,0,1,1,0
13,1,0,0,13,78,0,0,13,2,13,0,0,0,0.461538462,0,0,0,1,1,0
7,4,0,2,11,21,0,2,7,2,43,0,0,0.94,0.571428571,0,0,5.142857143,1,0.8571,0
18,2,1,7,79,109,2,5,11,0.588235294,1196,0.5,0,0.823529412,0.18627451,1,8,65.33333333,37,7.1111,0
9,2,0,7,23,0,2,5,2,0.375,147,1,1,0.533333333,0.355555556,1,2,15.11111111,2,0.8889,0
19,4,0,2,24,171,0,2,19,2,105,0,0,0.839285714,0.394736842,0,0,4.526315789,1,0.9474,0
46,1,0,4,111,683,0,4,27,0.838888889,2103,1,2,0,0.137777778,0,0,44.54347826,19,4.0435,0
1,1,0,0,1,0,0,0,1,2,17,0,0,0,1,0,0,0,1,1,2
15,4,0,3,38,105,1,2,15,2,195,0,0,0.87037037,0.32,1,1,12,6,1.7333,0
4,1,0,2,4,6,1,1,4,2,4,0,0,0,0.75,0,0,0,1,1,0
2,1,0,0,2,1,0,0,2,2,2,0,0,0,1,0,0,0,1,1,2
8,1,0,2,8,28,1,1,8,2,8,0,0,0,0.75,0,0,0,1,1,0
8,2,0,7,13,0,7,0,7,0.767857143,284,1,0,0.5625,0.40625,1,2,33.5,2,1,0
5,4,0,3,8,10,0,3,5,2,28,0,0,0.953488372,0.6,1,4,4.6,1,0.8,0
2,1,0,0,17,1,0,0,2,2,103,0,0,0,0.5,0,0,50,10,5,0
9,4,0,2,13,36,0,2,9,2,52,0,0,0.921568627,0.555555556,1,1,4.777777778,1,0.8889,0
5,1,0,0,5,10,0,0,5,2,5,0,0,0,0.7,0,0,0,1,1,0
14,3,3,10,41,17,3,7,11,0.717948718,333,0.666666667,1,0.806451613,0.480769231,1,2,22.57142857,6,1.5714,2
38,1,0,0,38,703,0,0,38,2,38,0,0,0,0.355263158,0,0,0,1,1,0
30,1,0,52,50,67,49,4,26,0.829022989,2121,0.916666667,2,0,0.338888889,0,0,68.9,9,3.1667,0
2,2,0,1,6,1,0,1,2,2,13,0,0,0.958333333,1,0,0,5.5,1,0.5,1
11,1,1,1,18,15,1,0,11,0.5,102,1,0,0,0.431818182,0,0,8.090909091,1,0.9091,0
3,3,0,0,4,1,0,0,2,0.5,325,0,0,0.974358974,1,0,0,107,1,0.3333,0
49,1,9,16,87,866,15,11,2,0.995138889,2172,0.366666667,20,0,0.1875,0,0,42.10204082,24,2.2857,0
48,2,1,10,122,568,2,8,41,0.90212766,1384,1,6,0.737142857,0.141337386,2,9,27.625,3,1.0625,1
5,2,0,5,11,0,2,3,1,0.25,60,1,1,0.666666667,0.45,1,2,10.8,1,0.8,0
6,1,0,0,6,15,0,0,6,2,6,0,0,0,1,0,0,0,1,1,2
36,4,0,6,58,630,1,6,35,1,471,1,2,0.728682171,0.214285714,0,0,12.02777778,7,2,0
24,1,0,0,24,276,0,0,24,1.043478261,28,0,0,0,0.270833333,0,0,0,1,1,0
4,1,0,2,4,6,1,1,4,2,4,0,0,0,0.75,0,0,0,1,1,0
1,6,0,17,2,0,16,1,1,2,6,0,0,1,1,0,0,5,0,0,1
1,1,0,0,2,0,0,0,1,2,4,0,0,0,1,0,0,3,0,0,0
7,2,0,7,27,15,1,6,6,0.740740741,393,1,1,0.444444444,0.333333333,1,1,53.85714286,1,0.7143,0
11,1,0,5,37,0,0,5,11,0.716666667,332,1,3,0,0.318181818,0,0,28.63636364,1,0.9091,0
21,4,0,3,28,210,0,3,21,2,118,0,0,0.803921569,0.314285714,1,7,4.619047619,1,0.9524,0
5,4,0,2,10,10,0,2,5,2,52,0,0,0.959183673,0.6,0,0,9.4,3,1.6,0
8,1,0,9,8,28,8,1,8,2,8,0,0,0,0.583333333,0,0,0,1,1,0
2,1,0,0,2,1,0,0,2,2,2,0,0,0,0.75,0,0,0,1,1,0
13,4,0,2,21,78,0,2,13,2,103,0,0,0.886792453,0.403846154,0,0,6.923076923,3,1.2308,0
8,2,0,5,15,26,1,4,7,0.785714286,56,1,1,0.4,0.285714286,0,0,5.75,1,0.75,0
0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2
3,4,0,2,6,3,0,2,3,2,17,0,0,0.979166667,0.5,0,0,4.666666667,1,0.6667,0
3,1,0,7,3,3,7,0,3,2,3,0,0,0,0.666666667,0,0,0,1,1,0
17,4,0,3,23,136,0,3,17,0.9375,98,1,1,0.854545455,0.490196078,0,0,4.705882353,2,1,0
17,2,0,3,34,0,1,2,16,0.4625,403,1,0,0.515151515,0.183006536,1,15,22.41176471,8,2.2353,0
3,5,0,4,9,0,1,4,1,0.75,44,0.5,0,0.969230769,0.555555556,3,11,13,2,1,0
3,1,0,2,3,3,2,0,3,2,3,0,0,0,0.5,0,0,0,1,1,0
9,4,0,3,12,36,0,3,9,2,50,0,0,0.911111111,0.555555556,1,5,4.555555556,1,0.8889,0
3,4,0,2,6,3,0,2,3,2,17,0,0,0.979166667,0.666666667,0,0,4.666666667,1,0.6667,0
6,1,0,8,12,3,6,2,6,0.984615385,112,0,2,0,0.5,1,1,13.33333333,1,0.6667,0
7,2,0,8,30,17,1,7,6,0.740740741,608,1,2,0.444444444,0.333333333,0,0,84.57142857,1,0.7143,0
10,1,0,0,10,45,0,0,10,2,10,0,0,0,0.75,0,0,0,1,1,0
7,1,0,0,7,21,0,0,7,2,7,0,0,0,0.25,0,0,0,1,1,0
4,2,0,4,8,4,0,4,3,0.666666667,31,0,1,0.666666667,0.444444444,0,0,6.5,1,0.5,0
13,1,0,0,13,78,0,0,13,2,13,0,0,0,0.538461538,0,0,0,1,1,2
2,1,0,0,2,1,0,0,2,2,2,0,0,0,0.75,0,0,0,1,1,0
50,1,1,15,105,711,2,13,3,0.850863422,3171,0.076923077,0,0,0.194285714,0,0,61.64,55,2.48,0
0,1,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,1,0,0,0,1,2,1,0,0,0,1,0,0,0,1,1,0
3,4,0,2,6,3,0,2,3,2,17,0,0,0.979166667,0.666666667,0,0,4.666666667,1,0.6667,0
30,2,0,11,64,0,1,10,22,0.522988506,2599,0.833333333,3,0.2,0.201149425,1,2,85.23333333,4,1.3,0
1,1,0,0,1,0,0,0,1,2,1,0,0,0,1,0,0,0,1,1,0
4,1,0,2,4,6,1,1,4,2,4,0,0,0,0.75,0,0,0,1,1,0
0,1,0,2,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0
17,4,0,2,23,136,0,2,17,2,96,0,0,0.854545455,0.397058824,0,0,4.647058824,1,0.9412,0
62,4,3,53,161,1649,48,25,49,0.926229508,1344,0.916666667,2,0.580882353,0.155107188,2,19,20.48387097,23,1.9516,2
4,3,0,5,13,0,1,5,1,0.666666667,60,0.5,0,0.952380952,0.5,2,7,13.5,2,1,0
7,4,0,2,12,21,0,2,7,2,39,0,0,0.94,0.428571429,0,0,4.571428571,1,0.8571,0
31,2,0,15,60,0,1,14,24,0.81372549,2556,0.647058824,3,0.194444444,0.188888889,1,4,80.90322581,5,1.2581,0
3,1,0,0,8,3,0,0,2,2,25,0,0,0,0.333333333,0,0,7.333333333,1,0.6667,0
22,1,0,0,22,231,0,0,22,2,22,0,0,0,0.75,0,0,0,1,1,0
4,4,0,3,8,6,0,3,4,1,32,1,1,0.969072165,0.583333333,0,0,6.75,2,1,0
4,1,0,0,4,6,0,0,4,2,4,0,0,0,1,0,0,0,1,1,0
3,1,0,0,3,3,0,0,3,2,3,0,0,0,0.666666667,0,0,0,1,1,2
8,4,0,17,12,0,16,1,8,0.285714286,64,1,0,0.818181818,0.4375,0,0,6.75,1,0.5,0
16,1,0,0,16,120,0,0,16,2,16,0,0,0,0.375,0,0,0,1,1,0
66,1,3,25,106,1829,21,9,36,0.967521368,1123,0.833333333,1,0,0.116550117,0,0,15.74242424,31,2.2727,2
4,3,0,6,17,0,1,6,1,0.666666667,75,0.5,0,0.96,0.5,2,8,17.25,3,1.25,0
3,4,1,3,4,3,2,2,3,1.5,13,0,0,0.967741935,0.555555556,1,4,3,1,0.6667,0
3,4,0,2,6,3,1,2,3,2,17,0,0,0.979166667,0.666666667,0,0,4.666666667,1,0.6667,0
8,1,0,0,8,28,0,0,8,2,8,0,0,0,0.354166667,0,0,0,1,1,0
3,3,0,5,12,0,1,5,1,0.75,59,0.5,0,0.961538462,0.555555556,2,3,18,1,0.6667,0
2,1,0,0,2,1,0,0,2,2,2,0,0,0,1,0,0,0,1,1,0
2,1,0,2,2,1,1,1,2,2,2,0,0,0,0.75,0,0,0,1,1,0
13,2,0,7,52,58,1,6,8,0.76984127,1337,1,3,0.266666667,0.2,0,0,100.2307692,4,1.0769,1
4,1,0,0,4,6,0,0,4,2,4,0,0,0,0.5,0,0,0,1,1,0
3,3,1,3,4,3,2,2,3,1.5,13,0,0,0.964285714,0.555555556,1,4,3,1,0.6667,0
3,4,0,4,9,0,1,4,1,0.75,44,0.5,0,0.967741935,0.555555556,3,12,13,2,1,0
23,4,0,3,26,253,0,3,23,2,127,0,0,0.788461538,0.52173913,1,6,4.52173913,1,0.9565,0
13,4,0,3,18,78,0,3,13,2,73,0,0,0.872340426,0.403846154,1,6,4.615384615,1,0.9231,0
5,3,0,0,6,8,0,0,5,0,34,1,0,0.944444444,0.6,0,0,5.6,1,0.2,1
8,1,0,0,8,28,0,0,8,2,8,0,0,0,0.75,0,0,0,1,1,0
27,4,0,2,33,351,0,2,27,2,151,0,0,0.783333333,0.388888889,0,0,4.592592593,1,0.963,0
22,1,0,0,43,127,0,0,20,0.698412698,161,0,3,0,0.15034965,0,0,6.181818182,2,0.9545,0
3,1,0,6,7,1,6,0,0,0.5,42,0,0,0,0.5,0,0,11.66666667,2,0.6667,0
0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2
9,3,0,5,16,0,0,5,0,0.579545455,1583,1,0,0.826086957,0.366666667,1,3,173.6666667,1,0.8889,0
31,4,0,3,46,465,1,2,31,2,259,0,0,0.758064516,0.309677419,0,0,7.35483871,6,1.3871,0
2,1,0,2,2,1,1,1,2,2,2,0,0,0,0.75,0,0,0,1,1,0
6,1,0,5,6,15,3,2,6,2,6,0,0,0,0.375,0,0,0,1,1,0
3,1,0,5,3,3,5,0,3,2,3,0,0,0,0.583333333,0,0,0,1,1,0
39,2,0,10,72,277,1,9,2,1,804,1,0,0.571428571,0.184210526,1,12,19.46153846,12,1.5641,0
3,1,0,0,3,3,0,0,3,2,3,0,0,0,1,0,0,0,1,1,0
8,1,0,1,14,0,1,0,5,0.142857143,574,0,0,0,0.520833333,0,0,70.375,8,5.625,0
8,1,0,2,8,28,1,1,8,2,8,0,0,0,0.75,0,0,0,1,1,0
11,3,35,39,20,55,36,4,7,2,93,0,0,0.87804878,0.436363636,2,3,7.454545455,3,1.2727,0
12,2,0,7,42,50,1,6,7,0.710227273,728,1,3,0.285714286,0.208333333,0,0,58.33333333,1,0.8333,0
2,1,0,2,2,1,1,1,2,2,2,0,0,0,0.75,0,0,0,1,1,0
4,1,0,1,5,0,1,0,0,0,28,1,0,0,0.625,0,0,5.75,2,1,0
2,2,0,4,10,1,1,3,1,2,76,0,0,0.75,0.625,2,2,37,11,5.5,0
13,1,0,0,30,4,0,0,11,0.733333333,238,0.8,2,0,0.375,0,0,16.92307692,4,1.4615,0
5,1,0,0,5,10,0,0,5,2,5,0,0,0,0.4,0,0,0,1,1,2
8,1,1,3,20,22,1,3,6,0.928571429,108,0.5,0,0,0.285714286,0,0,12.25,1,0.75,0
4,1,0,36,4,6,36,0,4,2,4,0,0,0,0.75,0,0,0,1,1,0
7,2,0,8,27,17,1,7,6,0.766666667,207,0.8,3,0.444444444,0.333333333,0,0,27.85714286,1,0.7143,0
3,1,0,10,13,0,5,5,2,0.166666667,167,1,2,0,0.5,0,0,53.66666667,1,0.3333,0
6,1,0,0,6,15,0,0,6,2,6,0,0,0,0.375,0,0,0,1,1,0
13,1,0,2,24,8,1,2,9,0.6875,374,1,4,0,0.307692308,0,0,27.15384615,11,4.1538,1
13,4,0,3,16,78,0,3,13,2,72,0,0,0.872340426,0.538461538,1,4,4.538461538,1,0.9231,0
3,3,0,4,8,0,1,4,1,0.75,40,0.5,0,0.960784314,0.555555556,2,7,11.66666667,1,0.6667,0
3,1,0,0,3,3,0,0,3,2,3,0,0,0,0.666666667,0,0,0,1,1,0
15,4,0,3,20,105,0,3,15,2,84,0,0,0.854166667,0.4,1,4,4.6,1,0.9333,0
33,2,2,16,70,0,3,14,20,0.565625,3041,1,2,0.184210526,0.174479167,1,3,90.84848485,2,1.0606,1
34,2,0,14,74,0,1,14,21,0.672727273,2890,1,2,0.179487179,0.160839161,1,3,83.55882353,2,1.0588,0
46,1,0,13,61,833,11,2,46,0.903703704,579,1,1,0,0.220496894,0,0,11.19565217,12,1.6522,0
4,1,0,0,4,6,0,0,4,2,4,0,0,0,0.75,0,0,0,1,1,0
4,1,0,0,4,6,0,0,4,2,4,0,0,0,0.5,0,0,0,1,1,0
41,2,0,11,75,280,2,9,35,0.903947368,1225,1,10,0.487179487,0.306620209,1,7,28.41463415,3,1.1951,0
17,1,1,0,37,136,0,0,16,2,254,0,0,0,0.308823529,0,0,13.94117647,1,0.9412,0
2,1,0,2,2,1,1,1,2,2,2,0,0,0,0.75,0,0,0,1,1,0
2,1,0,0,2,1,0,0,2,2,2,0,0,0,0.75,0,0,0,1,1,0
4,1,0,2,4,6,1,1,4,2,4,0,0,0,0.75,0,0,0,1,1,0
3,1,0,0,5,1,0,0,2,0.5,14,0,0,0,0.5,0,0,3.333333333,1,0.3333,5
4,4,0,2,6,6,1,2,4,1.333333333,16,0,0,0.975308642,0.625,2,5,2.75,1,0.5,0
9,1,4,8,11,20,6,2,0,0.825,77,1,3,0,0.518518519,0,0,7,1,0.8889,0
3,1,0,28,3,3,27,1,3,1.5,17,0,0,0,0.666666667,0,0,0,1,1,0
1,1,0,0,1,0,0,0,1,2,1,0,0,0,1,0,0,0,1,1,0
3,4,0,2,14,3,1,2,3,2,60,0,0,0.979166667,0.666666667,0,0,19,3,1.6667,0
7,4,0,3,10,21,0,3,7,2,39,0,0,0.931818182,0.571428571,1,6,4.571428571,1,0.8571,0
12,4,0,3,22,66,0,3,12,2,97,0,0,0.895238095,0.316666667,1,1,7.083333333,3,1.25,0
17,1,0,8,54,134,7,3,5,0.9375,867,0,1,0,0.2125,0,0,49.88235294,19,4.7059,0
32,3,7,16,77,236,8,11,14,0.650537634,1240,0.833333333,3,0.625,0.180555556,2,25,37.5625,11,2.3438,0
20,1,1,0,47,152,0,0,16,0.915789474,325,0.9,0,0,0.355263158,0,0,14.75,10,1.4,2
18,2,0,6,35,0,6,1,1,0.680672269,2128,0.142857143,1,0.734375,0.361111111,1,7,116.8333333,17,8,0
2,3,0,11,3,0,11,0,2,1,13,0.5,0,0.944444444,0.75,0,0,4.5,1,0.5,0
0,1,0,8,0,0,8,0,0,2,0,0,0,0,0,0,0,0,0,0,0
10,2,0,7,29,37,1,6,6,0.698412698,228,1,3,0.363636364,0.263888889,0,0,21.1,1,0.7,0
0,1,0,2,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0
4,1,0,0,4,6,0,0,4,2,4,0,0,0,0.5,0,0,0,1,1,0
3,4,0,2,6,3,0,2,3,2,17,0,0,0.979166667,0.5,0,0,4.666666667,1,0.6667,0
3,1,0,10,13,0,5,5,2,0.166666667,167,1,2,0,0.5,0,0,53.66666667,1,0.3333,1
15,4,1,9,27,57,6,4,14,0.821428571,200,0.875,3,0.858695652,0.383333333,2,8,11.8,2,1.5333,0
2,2,0,4,3,1,3,1,2,2,8,0,0,0.888888889,0.75,0,0,3,1,0.5,0
9,4,0,2,12,36,0,2,9,2,50,0,0,0.921568627,0.555555556,0,0,4.555555556,1,0.8889,0
20,1,0,1,29,58,1,0,14,0.547368421,547,0.2,3,0,0.31,0,0,26.1,10,3.95,1
9,4,0,3,12,36,0,3,9,2,50,0,0,0.911111111,0.555555556,1,6,4.555555556,1,0.8889,0
1,1,0,0,2,0,0,0,1,2,9,0,0,0,1,0,0,3,0,0,0
4,1,0,2,4,6,1,1,4,2,4,0,0,0,0.75,0,0,0,1,1,0
1,4,0,3,2,0,0,3,1,2,6,0,0,1,1,0,0,5,0,0,0
10,4,1,6,29,43,3,4,9,0.944444444,115,0.5,0,0.897727273,0.325,2,8,10.3,6,1.5,1
29,4,4,17,75,80,12,9,24,0.738095238,665,0.666666667,1,0.745283019,0.337931034,2,13,21.82758621,11,2.7931,1
26,1,0,0,26,325,0,0,26,2,26,0,0,0,0.487179487,0,0,0,1,1,0
6,3,2,9,21,15,7,3,6,1.2,88,0,0,0.915254237,0.333333333,1,4,13.5,2,1.1667,0
45,2,0,13,63,862,3,10,16,0.896780303,962,0.875,6,0.463414634,0.119298246,1,5,19.84444444,5,1.5556,2
36,1,0,0,69,246,0,0,35,0.804761905,436,1,6,0,0.125925926,0,0,10.94444444,2,1.1389,0
11,2,0,8,38,35,1,7,7,0.833333333,253,0.666666667,2,0.307692308,0.232323232,0,0,21.18181818,6,1.2727,2
6,3,1,3,21,3,2,2,4,0.9,192,0.5,0,0.947368421,0.611111111,3,3,30.33333333,3,1.3333,1
14,1,0,0,14,91,0,0,14,2,14,0,0,0,0.5,0,0,0,1,1,0
9,1,6,10,12,0,6,4,5,0.65,183,1,3,0,0.466666667,0,0,18.22222222,2,0.8889,0
11,4,0,3,14,55,0,3,11,2,61,0,0,0.891304348,0.545454545,1,4,4.545454545,1,0.9091,0
17,1,0,0,17,136,0,0,17,2,17,0,0,0,0.455882353,0,0,0,1,1,2
23,3,52,55,42,253,53,3,17,2,249,0,0,0.765957447,0.456521739,1,2,9.826086957,4,1.6087,0
2,1,0,0,2,1,0,0,2,2,2,0,0,0,0.75,0,0,0,1,1,0
13,4,0,2,16,78,1,2,13,2,72,0,0,0.886792453,0.538461538,0,0,4.538461538,1,0.9231,0
20,1,0,10,38,62,5,5,13,0.708133971,601,0.636363636,4,0,0.233082707,0,0,28.5,11,2.65,0
6,1,0,2,11,0,2,0,6,0.844444444,608,0,0,0,0.458333333,0,0,98.83333333,8,2.5,0
10,1,0,22,10,45,20,2,10,1.111111111,51,0,0,0,0.3,0,0,0,1,1,0
22,1,1,8,49,41,6,2,9,0.843537415,596,0.857142857,1,0,0.227272727,0,0,25.77272727,11,2.4545,0
7,4,0,3,10,21,0,3,7,2,39,0,0,0.931818182,0.571428571,1,6,4.571428571,1,0.8571,0
7,1,0,1,9,13,1,0,6,1.083333333,720,1,0,0,0.25,0,0,100.1428571,11,3.5714,0
3,2,0,3,12,1,1,2,3,0,159,0,1,0.75,0.888888889,0,0,51,9,3,0
8,1,0,0,8,28,0,0,8,2,8,0,0,0,0.5,0,0,0,1,1,0
4,3,0,6,9,0,1,5,0,0.380952381,583,1,0,0.926829268,0.40625,1,3,143,1,0.75,1
18,1,0,6,18,153,4,2,18,2,18,0,0,0,0.4,0,0,0,1,1,0
35,4,0,3,43,595,0,3,35,2,200,0,0,0.734375,0.308571429,0,0,4.714285714,1,0.9714,0
14,1,0,2,14,91,1,1,14,2,14,0,0,0,0.5,0,0,0,1,1,0
9,1,0,11,26,16,1,10,9,0.875,191,1,0,0,0.333333333,0,0,19.66666667,2,1,0
8,1,0,0,8,28,0,0,8,2,8,0,0,0,0.46875,0,0,0,1,1,0
6,1,0,9,14,3,7,2,6,0.728571429,132,0,2,0,0.5,1,1,18.66666667,1,0.6667,0
7,4,0,2,14,21,0,2,7,2,42,0,0,0.94,0.342857143,0,0,5,1,0.8571,0
15,1,0,5,51,105,3,2,14,2,527,0,0,0,0.4,0,0,34.13333333,5,3.8,0
2,2,0,9,18,0,2,9,1,0,239,1,0,0.75,0.571428571,2,2,118,1,0.5,0
3,4,0,2,6,3,0,2,3,2,17,0,0,0.979166667,0.666666667,0,0,4.666666667,1,0.6667,0
53,1,2,21,126,740,2,19,22,0.908216783,1257,1,11,0,0.106971154,0,0,22.30188679,3,1.0189,3
12,1,0,0,12,66,0,0,12,2,12,0,0,0,0.75,0,0,0,1,1,0
10,2,0,10,40,15,2,8,7,0.577777778,745,0.9,2,0.333333333,0.275,0,0,72.5,4,1.1,0
0,1,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0
11,4,0,3,14,55,0,3,11,2,61,0,0,0.891304348,0.545454545,1,6,4.545454545,1,0.9091,0
1,1,0,0,1,0,0,0,1,2,1,0,0,0,1,0,0,0,1,1,0
4,1,0,0,4,6,0,0,4,2,4,0,0,0,1,0,0,0,1,1,0
3,4,0,2,6,3,0,2,3,2,17,0,0,0.979166667,0.666666667,0,0,4.666666667,1,0.6667,0
81,1,0,37,257,1504,3,36,9,0.788671875,10701,0.96875,10,0,0.135526316,0,0,130.7160494,25,1.5432,30
30,2,0,11,64,0,1,10,22,0.522988506,2603,0.833333333,3,0.2,0.201149425,1,2,85.36666667,4,1.3,0
11,1,0,0,11,55,0,0,11,2,11,0,0,0,0.348484848,0,0,0,1,1,0
1,1,0,0,1,0,0,0,1,2,1,0,0,0,1,0,0,0,1,1,0
6,1,0,0,6,15,0,0,6,2,6,0,0,0,1,0,0,0,1,1,0
4,1,0,2,4,6,1,1,4,2,4,0,0,0,0.75,0,0,0,1,1,0
36,4,0,6,58,630,1,6,35,1,471,1,2,0.728682171,0.214285714,0,0,12.02777778,7,2,0
0,1,0,2,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0
4,1,0,2,4,6,1,1,4,2,4,0,0,0,0.75,0,0,0,1,1,0
17,4,0,2,23,136,0,2,17,2,96,0,0,0.854545455,0.397058824,0,0,4.647058824,1,0.9412,0
2,1,0,2,2,1,1,1,2,2,2,0,0,0,0.75,0,0,0,1,1,0
65,4,3,51,167,1798,47,24,49,0.931490385,1475,0.923076923,2,0.568345324,0.1375,2,19,21.49230769,23,2,6
6,3,1,3,21,3,2,2,4,0.96,240,0.4,0,0.9375,0.611111111,3,3,38.16666667,3,1.3333,1
4,3,0,5,14,0,1,5,1,0.666666667,60,0.5,0,0.952380952,0.5,2,7,13.5,2,1,2
17,4,0,2,27,136,0,2,17,2,123,0,0,0.854545455,0.317647059,0,0,6.235294118,3,1.1765,0
7,4,0,2,12,21,0,2,7,2,39,0,0,0.94,0.428571429,0,0,4.571428571,1,0.8571,0
9,2,0,6,19,0,2,4,1,0.625,120,1,0,0.5,0.388888889,1,2,12,2,1,0
31,2,0,15,60,0,1,14,24,0.81372549,2714,0.647058824,3,0.194444444,0.188888889,1,4,86,5,1.2581,0
